id,reactants>reagents>production
US06812226B2,[NH:2]1[CH2:3][CH2:4][CH:5]([N:8]2[C:9](=[O:18])[O:10][CH2:11][c:12]3[c:13]2[cH:14][cH:15][cH:16][cH:17]3)[CH2:6][CH2:7]1.Cl[c:20]1[c:21]([N+:34](=[O:35])[O-:36])[cH:22][c:23]([C:24](=[O:25])[c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[cH:32][cH:33]1>>[N:2]1([c:20]2[c:21]([N+:34](=[O:35])[O-:36])[cH:22][c:23]([C:24](=[O:25])[c:26]3[cH:27][cH:28][cH:29][cH:30][cH:31]3)[cH:32][cH:33]2)[CH2:3][CH2:4][CH:5]([N:8]2[C:9](=[O:18])[O:10][CH2:11][c:12]3[c:13]2[cH:14][cH:15][cH:16][cH:17]3)[CH2:6][CH2:7]1
US04826866,>>[CH2:1]([CH3:2])[c:3]1[c:4]([NH:11][c:12]2[n:13][nH:14][c:23]([CH3:25])[c:17]2[C:18](=[O:19])[O:20][CH2:21][CH3:22])[c:5]([CH2:9][CH3:10])[cH:6][cH:7][cH:8]1
US05807859,>>[NH2:4][C:5]1([CH2:22][CH2:23][CH2:24][c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2-[c:12]2[nH:13][c:14](=[O:21])[c:15]3[n:16]([c:17]21)[cH:18][cH:19][n:20]3
US09206191B2,F[C:14](F)([CH2:13][CH2:12][CH2:11][n:6]1[c:5]2[c:4]([cH:3][c:2]([Cl:1])[cH:19][cH:18]2)[n:8][c:7]1[CH2:9]Cl)[F:17].[CH3:20][S:21](=[O:22])(=[O:23])[c:24]1[n:25][nH:26][c:27]2[cH:28][cH:29][cH:30][cH:31][c:32]12.CS(=O)(=O)[c:37]1c2ccncc2[nH][n:38]1>>[Cl:1][c:2]1[cH:3][c:4]2[c:5]([n:6](-[c:11]3[cH:12][cH:13][c:14]([F:17])[n:38][cH:37]3)[c:7]([CH2:9][n:26]3[n:25][c:24]([S:21]([CH3:20])(=[O:22])=[O:23])[c:32]4[c:27]3[cH:28][cH:29][cH:30][cH:31]4)[n:8]2)[cH:18][cH:19]1
US08338408B2,[Cl:1][c:2]1[cH:3][c:4]2[c:5]3[c:6]([nH:7][c:8]2[cH:9][cH:10]1)[CH2:11][CH2:12][N:13]([CH3:15])[CH2:14]3.[F:16][C:17]([c:18]1[n:19][cH:20][c:21]([CH:24]=[CH2:25])[cH:22][n:23]1)([F:26])[F:27]>>[Cl:1][c:2]1[cH:3][c:4]2[c:5]3[c:6]([n:7]([CH2:25][CH2:24][c:21]4[cH:20][n:19][c:18]([C:17]([F:16])([F:26])[F:27])[n:23][cH:22]4)[c:8]2[cH:9][cH:10]1)[CH2:11][CH2:12][N:13]([CH3:15])[CH2:14]3
US08252935B2,CC[O:3][C:4]([CH:5]([CH2:6][CH:7]([CH3:8])[CH3:9])[c:10]1[cH:11][c:12](-[c:32]2[cH:33][cH:34][c:35]([C:38]([F:39])([F:40])[F:41])[cH:36][cH:37]2)[cH:13][c:14]([CH:16]2[CH2:17][N:18]([CH2:22][c:23]3[cH:24][c:25]4[c:26]([n:27][n:28][s:29]4)[cH:30][cH:31]3)[CH2:19][CH2:20][CH2:21]2)[cH:15]1)=[O:42]>>[O:3]=[C:4]([CH:5]([CH2:6][CH:7]([CH3:8])[CH3:9])[c:10]1[cH:11][c:12](-[c:32]2[cH:33][cH:34][c:35]([C:38]([F:39])([F:40])[F:41])[cH:36][cH:37]2)[cH:13][c:14]([CH:16]2[CH2:17][N:18]([CH2:22][c:23]3[cH:24][c:25]4[c:26]([n:27][n:28][s:29]4)[cH:30][cH:31]3)[CH2:19][CH2:20][CH2:21]2)[cH:15]1)[OH:42]
US09388189B2,C[Si](C)(C)CCOC[n:11]1[cH:10][c:9](-[c:7]2[cH:6][c:5]([NH:46][S:47](=[O:48])(=[O:49])[N:50]([CH3:51])[CH3:52])[cH:4][c:3]([O:2][CH3:1])[cH:8]2)[c:17]2[c:12]1[n:13][cH:14][n:15][c:16]2[NH:18][C@@H:19]([CH3:20])[c:21]1[n:22][n:23]2[c:24]([c:25](=[O:33])[n:26]1-[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1)[c:34]([CH3:37])[cH:35][cH:36]2>>[CH3:1][O:2][c:3]1[cH:4][c:5]([NH:46][S:47](=[O:48])(=[O:49])[N:50]([CH3:51])[CH3:52])[cH:6][c:7](-[c:9]2[cH:10][nH:11][c:12]3[n:13][cH:14][n:15][c:16]([NH:18][C@@H:19]([CH3:20])[c:21]4[n:22][n:23]5[c:24]([c:25](=[O:33])[n:26]4-[c:27]4[cH:28][cH:29][cH:30][cH:31][cH:32]4)[c:34]([CH3:37])[cH:35][cH:36]5)[c:17]23)[cH:8]1
US05591862,CO[C:29]([CH2:28][CH2:27][CH2:26][CH2:25][c:22]1[cH:21][cH:20][c:19]([O:18][CH2:17][c:3]2[c:2]([CH3:1])[o:6][c:5](-[c:7]3[cH:8][c:9]4[cH:10][cH:11][cH:12][cH:13][c:14]4[cH:15][cH:16]3)[n:4]2)[cH:24][cH:23]1)=[O:30]>>[CH3:1][c:2]1[c:3]([CH2:17][O:18][c:19]2[cH:20][cH:21][c:22]([CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][OH:30])[cH:23][cH:24]2)[n:4][c:5](-[c:7]2[cH:8][c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[cH:15][cH:16]2)[o:6]1
US05849735,Cl[c:12]1[c:11]([C:9]([NH:8][c:3]2[c:2]([OH:1])[cH:7][cH:6][cH:5][cH:4]2)=[O:10])[cH:16][cH:15][cH:14][n:13]1>>[O:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6][cH:7]2)[NH:8][C:9](=[O:10])[c:11]2[c:12]1[n:13][cH:14][cH:15][cH:16]2
US05981572,[O:1]1[CH2:2][CH:3]=[CH:4][c:5]2[c:6]([CH2:11][CH2:12][CH2:13][NH:14][C:15](=[O:16])[CH:17]3[CH2:18][CH2:19]3)[cH:7][cH:8][cH:9][c:10]21>>[O:1]1[CH2:2][CH2:3][CH2:4][c:5]2[c:6]([CH2:11][CH2:12][CH2:13][NH:14][C:15](=[O:16])[CH:17]3[CH2:18][CH2:19]3)[cH:7][cH:8][cH:9][c:10]21
US08741915B2,O=[C:10]([CH2:9][c:5]1[cH:4][c:3]([O:2][CH3:1])[cH:8][cH:7][cH:6]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1.O=[CH:24][c:23]1[cH:22][c:21]([O:20][CH2:18][CH3:19])[c:28]([OH:29])[c:27]([N+:30](=[O:31])[O-:32])[cH:26]1.[NH2:33][C:34](=[O:35])[NH2:36]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([C:9]2=[C:10]([c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[NH:36][C:34](=[O:35])[NH:33][CH:24]2[c:23]2[cH:22][c:21]([O:20][CH2:18][CH3:19])[c:28]([OH:29])[c:27]([N+:30](=[O:31])[O-:32])[cH:26]2)[cH:6][cH:7][cH:8]1
US04410465,C[N:2](C)[CH:3]=[CH:4][CH:5]=[C:6]([C:7]#[N:8])[C:9]#[N:10]>>[n:2]1[cH:3][cH:4][cH:5][c:6]([C:7]#[N:8])[c:9]1[NH2:10]
US05643932,[CH2:1]([CH3:2])[O:3][c:4]1[cH:5][c:6](-[c:13]2[s:14][cH:15][c:16](-[c:18]3[cH:19][c:20]([C:28](=[O:29])[OH:30])[c:21]([OH:27])[c:22]([CH2:24][CH:25]=[CH2:26])[cH:23]3)[n:17]2)[cH:7][cH:8][c:9]1[O:10][CH2:11][CH3:12]>>[CH2:1]([CH3:2])[O:3][c:4]1[cH:5][c:6](-[c:13]2[s:14][cH:15][c:16](-[c:18]3[cH:19][c:20]([C:28](=[O:29])[OH:30])[c:21]([OH:27])[c:22]([CH2:24][CH2:25][CH3:26])[cH:23]3)[n:17]2)[cH:7][cH:8][c:9]1[O:10][CH2:11][CH3:12]
US09371262B2,[CH2:1]=[C:2]([CH3:3])[CH:4]1[C:5](=[O:16])[CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]1.[CH:17]([CH3:18])=[O:19]>>[CH2:1]1[C:2]([CH3:3])=[CH:4][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH2:10][CH2:9][CH2:8][CH2:7][CH2:6][C:5](=[O:16])[O:19][CH:17]1[CH3:18]
US05578636,[O:1]1[CH:2]([O:7][CH2:8][CH:9]=[O:10])[CH2:3][CH2:4][CH2:5][CH2:6]1.C1C[CH2:15][CH2:14]O1>>[O:1]1[CH:2]([O:7][CH2:8][CH:9]([OH:10])[C:14]#[CH:15])[CH2:3][CH2:4][CH2:5][CH2:6]1
US08785457B2,[CH2:1]([CH3:2])[NH:3][C:4](=[O:5])[NH:6][c:7]1[cH:8][cH:9][c:10](-[c:13]2[n:14][c:15]([N:23]3[CH2:24][CH2:25][O:26][CH2:27][CH2:28]3)[c:16]3[c:17]([n:18]2)[CH2:19][NH:20][CH2:21][CH2:22]3)[cH:11][cH:12]1.Cl[C:29]([CH3:30])=[O:31]>>[CH2:1]([CH3:2])[NH:3][C:4](=[O:5])[NH:6][c:7]1[cH:8][cH:9][c:10](-[c:13]2[n:14][c:15]([N:23]3[CH2:24][CH2:25][O:26][CH2:27][CH2:28]3)[c:16]3[c:17]([n:18]2)[CH2:19][N:20]([C:29]([CH3:30])=[O:31])[CH2:21][CH2:22]3)[cH:11][cH:12]1
US08912213B2,CC(C)(C)OC(=O)[NH:8][CH2:9][CH2:10][CH2:11][n:12]1[c:13](=[O:37])[c:14]2[cH:15][c:16]([NH:30][C:31]([C:32](=[O:33])[O:34][CH3:35])=[O:36])[cH:17][cH:18][c:19]2[c:20]2[c:21]1-[c:22]1[cH:23][cH:24][cH:25][cH:26][c:27]1[C:28]2=[O:29]>>[NH2:8][CH2:9][CH2:10][CH2:11][n:12]1[c:13](=[O:37])[c:14]2[cH:15][c:16]([NH:30][C:31]([C:32](=[O:33])[O:34][CH3:35])=[O:36])[cH:17][cH:18][c:19]2[c:20]2[c:21]1-[c:22]1[cH:23][cH:24][cH:25][cH:26][c:27]1[C:28]2=[O:29]
US08796274B2,O=[N+:24]([O-])[c:18]1[c:17]([N:14]2[C:13](=[O:27])[CH2:12][N:11]([CH2:10]/[CH:9]=[CH:8]/[c:5]3[cH:4][cH:3][c:2]([Cl:1])[cH:7][cH:6]3)[CH2:16][CH2:15]2)[cH:22][c:21]([F:23])[cH:20][cH:19]1>>[Cl:1][c:2]1[cH:3][cH:4][c:5](/[CH:8]=[CH:9]/[CH2:10][N:11]2[CH2:12][C:13](=[O:27])[N:14]([c:17]3[c:18]([NH2:24])[cH:19][cH:20][c:21]([F:23])[cH:22]3)[CH2:15][CH2:16]2)[cH:6][cH:7]1
US04352795,CS[c:7]1[n:6][c:5]2[c:4]([c:3]([NH:1]N)[n:8]1)[cH:13][cH:12][n:11]2[C@H:14]1[C@@H:15]([O:16][CH2:17][c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[C@H:24]([O:25][CH2:26][c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)[C@@H:33]([CH2:35][O:36][CH2:37][c:38]2[cH:39][cH:40][cH:41][cH:42][cH:43]2)[O:34]1>>[NH2:1][c:3]1[c:4]2[c:5]([n:6][cH:7][n:8]1)[n:11]([C@H:14]1[C@@H:15]([O:16][CH2:17][c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[C@H:24]([O:25][CH2:26][c:27]3[cH:28][cH:29][cH:30][cH:31][cH:32]3)[C@@H:33]([CH2:35][O:36][CH2:37][c:38]3[cH:39][cH:40][cH:41][cH:42][cH:43]3)[O:34]1)[cH:12][cH:13]2
US08691991B2,CCO[C:26]([c:9]1[c:8](=[O:31])[n:7]([CH2:6][CH2:5][N:4]([C:1]([CH3:2])=[O:3])[CH3:32])[c:16]2[c:11]([c:10]1[OH:25])[n:12][cH:13][c:14]([CH2:17][c:18]1[cH:19][cH:20][c:21]([F:24])[cH:22][cH:23]1)[cH:15]2)=[O:27].[NH2:33][C@H:34]([CH2:35][OH:36])[CH3:37]>>[C:1]([CH3:2])(=[O:3])[N:4]([CH2:5][CH2:6][n:7]1[c:8](=[O:31])[c:9]([C:26](=[O:27])[NH:33][C@H:34]([CH2:35][OH:36])[CH3:37])[c:10]([OH:25])[c:11]2[n:12][cH:13][c:14]([CH2:17][c:18]3[cH:19][cH:20][c:21]([F:24])[cH:22][cH:23]3)[cH:15][c:16]12)[CH3:32]
US08202873B2,>>[F:1][c:2]1[c:3](-[c:8]2[c:9]([N:14]3[CH2:15][CH2:16][N:17]([CH2:28][c:26]4[cH:25][n:24][n:23]([CH2:22][CH2:21][OH:20])[cH:27]4)[CH2:18][CH2:19]3)[n:10][cH:11][cH:12][n:13]2)[cH:4][cH:5][cH:6][cH:7]1
US08088788B2,I[CH3:2].[Br:3][c:4]1[cH:5][cH:6][c:7]2[c:8]3[c:9]([cH:10][n:11][c:12]2[cH:13]1)[nH:14][c:15](=[S:28])[n:16]3[CH2:17][CH2:18][CH2:19][NH:20][C:21]([O:22][C:23]([CH3:24])([CH3:25])[CH3:26])=[O:27]>>[CH3:2][S:28][c:15]1[n:14][c:9]2[c:8]([c:7]3[cH:6][cH:5][c:4]([Br:3])[cH:13][c:12]3[n:11][cH:10]2)[n:16]1[CH2:17][CH2:18][CH2:19][NH:20][C:21]([O:22][C:23]([CH3:24])([CH3:25])[CH3:26])=[O:27]
US05750549,OB(O)[c:5]1[cH:4][c:3]([CH:1]=[O:2])[c:8]([O:9][CH3:10])[cH:7][cH:6]1.Br[c:15]1[n:16][cH:17][cH:18][cH:19][cH:20]1>>[CH:1](=[O:2])[c:3]1[cH:4][c:5](-[c:15]2[n:16][cH:17][cH:18][cH:19][cH:20]2)[cH:6][cH:7][c:8]1[O:9][CH3:10]
US07985755B2,CC(C)(C)OC(=O)[N:8]1[CH2:9][CH2:10][CH:11]([CH2:14][O:15][c:16]2[c:17]3[c:18]([NH2:27])[n:19][c:20]([NH2:26])[n:21][c:22]3[cH:23][cH:24][cH:25]2)[CH2:12][CH2:13]1>>[NH:8]1[CH2:9][CH2:10][CH:11]([CH2:14][O:15][c:16]2[c:17]3[c:18]([NH2:27])[n:19][c:20]([NH2:26])[n:21][c:22]3[cH:23][cH:24][cH:25]2)[CH2:12][CH2:13]1
US08207164B2,O=[N+]([O-])c1ccccc1S(=O)(=O)[NH:20][C@:8]([c:6]1[c:5]([F:33])[cH:4][cH:3][c:2]([Br:1])[cH:7]1)([CH2:9][O:10][C@:11]([C:12]([F:13])([F:14])[F:15])([CH3:16])[C:17]#[N:18])[CH3:19]>>[Br:1][c:2]1[cH:3][cH:4][c:5]([F:33])[c:6]([C@:8]2([CH3:19])[CH2:9][O:10][C@:11]([C:12]([F:13])([F:14])[F:15])([CH3:16])[C:17]([NH2:18])=[N:20]2)[cH:7]1
US07045665B2,[CH3:1][CH2:2][CH2:3][CH2:4][CH3:5].[Li][C:6](C)(C)C.COC(=O)[c:16]1[cH:15][c:14](O)[c:13]([CH:11]=[O:12])[cH:22][cH:21]1>>[cH:1]1[cH:2][c:3]([CH:11]([OH:12])[c:13]2[cH:14][cH:15][cH:16][cH:21][cH:22]2)[cH:4][cH:5][cH:6]1
US06448278B2,O[C:11]([CH2:10][C@H:9]([c:7]1[o:6][n:5][c:4]([C:2]([NH2:1])=[O:3])[n:8]1)[CH2:14][CH2:15][CH2:16][CH:17]1[CH2:18][CH2:19][CH2:20][CH2:21][CH2:22]1)=[O:12].C[Si](C)(C)[O:40][NH2:41]>>[NH2:1][C:2](=[O:3])[c:4]1[n:5][o:6][c:7]([C@@H:9]([CH2:10][C:11](=[O:12])[NH:41][OH:40])[CH2:14][CH2:15][CH2:16][CH:17]2[CH2:18][CH2:19][CH2:20][CH2:21][CH2:22]2)[n:8]1
US04960955,O=S(=O)([O-])c1ccccc1-[c:5]1[c:4]([CH3:21])[cH:3][c:2]([Cl:1])[c:7]([N+:8](=[O:9])[O-:10])[cH:6]1.[OH-:22]>>[Cl:1][c:2]1[cH:3][c:4]([CH3:21])[c:5]([OH:22])[cH:6][c:7]1[N+:8](=[O:9])[O-:10]
US04025652,CC(C)(C)[NH:14][C:13]([NH:12][C:10]([NH:9][c:3]1[c:2]([CH3:1])[cH:7][cH:6][cH:5][c:4]1[CH3:8])=[S:11])=[O:19]>>[CH3:1][c:2]1[c:3]([NH:9][C:10](=[S:11])[NH:12][C:13]([NH2:14])=[O:19])[c:4]([CH3:8])[cH:5][cH:6][cH:7]1
US08349880B2,>>[CH3:2][S:18][C:17]([NH:16][c:6]1[cH:5][c:4]([F:3])[c:9](-[n:10]2[n:11][c:12]([CH3:15])[n:13][cH:14]2)[cH:8][cH:7]1)=[NH:19]
US08227601B2,c1ccc(C[n:8]2[cH:9][cH:10][c:11]3[c:12]2[n:13][c:14]([NH:27][c:28]2[cH:29][cH:30][c:31]([C:32]#[N:33])[cH:34][cH:35]2)[n:15][c:16]3[NH:17][c:18]2[c:19]([CH3:26])[cH:20][c:21]([CH3:25])[cH:22][c:23]2[CH3:24])cc1>>[nH:8]1[cH:9][cH:10][c:11]2[c:12]1[n:13][c:14]([NH:27][c:28]1[cH:29][cH:30][c:31]([C:32]#[N:33])[cH:34][cH:35]1)[n:15][c:16]2[NH:17][c:18]1[c:19]([CH3:26])[cH:20][c:21]([CH3:25])[cH:22][c:23]1[CH3:24]
US07772253B2,CCO[c:24]1[cH:23][c:6]([CH2:7][N:8]2[CH2:9][CH2:10][CH:11]([NH:14][C:15](=[O:16])[c:17]3[cH:18][n:19][cH:20][n:21][cH:22]3)[CH2:12][CH2:13]2)[cH:5][c:4]([O:3][CH2:1][CH3:2])[c:25]1[F:26]>>[CH2:1]([CH3:2])[O:3][c:4]1[cH:5][c:6]([CH2:7][N:8]2[CH2:9][CH2:10][CH:11]([NH:14][C:15](=[O:16])[c:17]3[cH:18][n:19][cH:20][n:21][cH:22]3)[CH2:12][CH2:13]2)[cH:23][cH:24][c:25]1[F:26]
US09173872B2,[CH2:1]([CH2:2][CH2:3][CH3:4])[c:5]1[n:6][c:7]([NH:25][CH2:26][c:27]2[c:28]([O:35][CH3:36])[cH:29][c:30]([O:33][CH3:34])[cH:31][cH:32]2)[c:8]2[c:9]([n:10]1)[c:11]([CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][N:19]1[CH2:20][C@@H:21]([F:24])[CH2:22][CH2:23]1)[n:12][nH:13]2.CCC[CH2:37]c1nc(NCc2ccc(OC)cc2OC)c2[nH]nc(C#CCCCCl)c2n1>>[CH2:1]([CH2:2][CH2:3][CH3:4])[c:5]1[n:6][c:7]([NH:25][CH2:26][c:27]2[c:28]([O:35][CH3:36])[cH:29][c:30]([O:33][CH3:34])[cH:31][cH:32]2)[c:8]2[c:9]([n:10]1)[c:11]([CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][N:19]1[CH2:20][CH2:37][CH:21]([F:24])[CH2:22][CH2:23]1)[n:12][nH:13]2
US07214796B2,O=C[N:16]1[CH2:15][CH2:14][N:13]([CH2:12][CH2:11][S:10][c:2]2[n:1][c:5]3[c:4]([nH:3]2)[cH:9][cH:8][cH:7][cH:6]3)[CH2:18][CH2:17]1>>[n:1]1[c:2]([S:10][CH2:11][CH2:12][N:13]2[CH2:14][CH2:15][NH:16][CH2:17][CH2:18]2)[nH:3][c:4]2[c:5]1[cH:6][cH:7][cH:8][cH:9]2
US09145387B2,Cl[c:2]1[n:3][cH:4][c:5]([Cl:18])[c:6]([O:8][c:9]2[c:10]([N+:15](=[O:16])[O-:17])[cH:11][cH:12][cH:13][cH:14]2)[n:7]1.[NH2:19][c:20]1[c:21]([O:35][CH3:36])[cH:22][c:23]([N:26]2[CH2:27][CH2:28][N:29]([C:32]([CH3:33])=[O:34])[CH2:30][CH2:31]2)[cH:24][cH:25]1>>[c:2]1([NH:19][c:20]2[c:21]([O:35][CH3:36])[cH:22][c:23]([N:26]3[CH2:27][CH2:28][N:29]([C:32]([CH3:33])=[O:34])[CH2:30][CH2:31]3)[cH:24][cH:25]2)[n:3][cH:4][c:5]([Cl:18])[c:6]([O:8][c:9]2[c:10]([N+:15](=[O:16])[O-:17])[cH:11][cH:12][cH:13][cH:14]2)[n:7]1
US07417063B2,CC[n:9]1[cH:8][c:7]([CH2:14][c:15]2[c:16](-[c:29]3[c:30]([C:36](=[O:37])[OH:38])[cH:31][c:32]([CH3:35])[cH:33][cH:34]3)[cH:17][c:18]([C:21]([NH:22][CH2:23][C:24]([NH:25][CH3:26])=[O:27])=[O:28])[cH:19][cH:20]2)[c:6]2[cH:5][cH:4][c:3]([C:1]#[N:2])[cH:11][c:10]21.CCn1cc(Cc2ccc(C(=O)NCc3cccnc3)cc2-c2ccc(C)cc2C(=O)O)c2cc[c:42]([C:39](=N)N)cc21.C[NH:81]C(=O)CN>>[C:1](=[NH:2])([c:3]1[cH:4][cH:5][c:6]2[c:7]([CH:14]([c:15]3[c:16](-[c:29]4[c:30]([C:36](=[O:37])[OH:38])[cH:31][c:32]([CH3:35])[cH:33][cH:34]4)[cH:17][c:18]([C:21]([NH:22][CH2:23][C:24]([NH:25][CH3:26])=[O:27])=[O:28])[cH:19][cH:20]3)[CH2:39][CH3:42])[cH:8][nH:9][c:10]2[cH:11]1)[NH2:81]
US06566357B1,O=[C:14]([c:12]1[cH:11][cH:10][n:9][c:8]([O:1][c:2]2[cH:3][cH:4][cH:5][cH:6][cH:7]2)[n:13]1)[OH:16].O=C(Cl)C(=O)[Cl:20]>>[O:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[n:9][cH:10][cH:11][c:12]([C:14](=[O:16])[Cl:20])[n:13]1
US09131690B2,O[C:20]([CH2:19][C@@H:14]1[C@@H:13]([O:23][C:24]([CH:25]([CH3:26])[CH3:27])=[O:28])[C@H:12]([CH3:29])[O:11][C:10](=[O:30])[C@@H:9]([NH:8][C:6]([O:5][C:1]([CH3:2])([CH3:3])[CH3:4])=[O:7])[CH2:17][O:16][C:15]1=[O:18])=[O:21]>>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@H:9]1[C:10](=[O:30])[O:11][C@@H:12]([CH3:29])[C@H:13]([O:23][C:24]([CH:25]([CH3:26])[CH3:27])=[O:28])[C@@H:14]([CH2:19][CH2:20][OH:21])[C:15](=[O:18])[O:16][CH2:17]1
US04927838,O=[N+]([O-])c1ccc([O:10][C:11](=O)/[CH:12]=[CH:13]/[c:14]2[c:15]([CH2:26][CH2:27][CH2:28][CH3:29])[c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[c:22]([O:24][CH3:25])[cH:23]2)cc1.[n:31]1[cH:32][n:33][cH:34][c:35]([CH2:37][CH2:38][CH2:39][CH2:40][CH2:41][CH2:42][NH2:43])[cH:36]1>>[O:10]=[C:11](/[CH:12]=[CH:13]/[c:14]1[c:15]([CH2:26][CH2:27][CH2:28][CH3:29])[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]2[c:22]([O:24][CH3:25])[cH:23]1)[NH:43][CH2:42][CH2:41][CH2:40][CH2:39][CH2:38][CH2:37][c:35]1[cH:34][n:33][cH:32][n:31][cH:36]1
US05574064,Cl[C:9](=[O:10])[O:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1.[C:18](#[N:19])[c:20]1[cH:21][cH:22][c:23]([O:24][CH2:25][CH:26]([CH3:27])[NH:28][C:29]([C@@H:30]([NH2:31])[CH2:32][CH2:33][CH3:34])=[O:35])[cH:36][cH:37]1>>[C:9](=[O:10])([O:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[NH:31][C@H:30]([C:29]([NH:28][CH:26]([CH2:25][O:24][c:23]1[cH:22][cH:21][c:20]([C:18]#[N:19])[cH:37][cH:36]1)[CH3:27])=[O:35])[CH2:32][CH2:33][CH3:34]
US06930120B2,[CH2:1]([CH3:2])[O:3][C:4]([C:5]([CH2:6][c:7]1[cH:8][cH:9][c:10]([OH:13])[cH:11][cH:12]1)([O:14][c:15]1[cH:16][cH:17][c:18]([O:21][CH3:22])[cH:19][cH:20]1)[CH3:23])=[O:24].Cc1ccc(S(=O)(=O)O[CH2:37][CH2:36][c:27]2[c:26]([CH3:25])[o:30][c:29](-[c:31]3[s:32][cH:33][cH:34][cH:35]3)[n:28]2)cc1>>[CH2:1]([CH3:2])[O:3][C:4]([C:5]([CH2:6][c:7]1[cH:8][cH:9][c:10]([O:13][CH2:37][CH2:36][c:27]2[c:26]([CH3:25])[o:30][c:29](-[c:31]3[s:32][cH:33][cH:34][cH:35]3)[n:28]2)[cH:11][cH:12]1)([O:14][c:15]1[cH:16][cH:17][c:18]([O:21][CH3:22])[cH:19][cH:20]1)[CH3:23])=[O:24]
US09073928B2,>>[Cl:12][c:13]1[cH:14][cH:15][c:16]2[c:17]([cH:43]1)[NH:18][c:19]1[n:20]([CH3:42])[n:21][cH:22][c:23]1[CH2:24][N:25]2[C:26](=[O:27])[c:28]1[cH:29][c:30]([F:41])[c:31]([CH2:32][NH:33][C:34](=[O:35])[CH:36]2[CH2:37][CH2:38]2)[cH:39][cH:40]1
US07399774B2,[OH:1][c:2]1[cH:3][c:4]2[c:9]([cH:10][cH:11]1)[C:8](=[O:12])[CH2:7][CH2:6][CH2:5]2.F[c:14]1[cH:15][cH:16][c:17]([C:18]#[N:19])[cH:20][cH:21]1>>[O:1]([c:2]1[cH:3][c:4]2[c:9]([cH:10][cH:11]1)[C:8](=[O:12])[CH2:7][CH2:6][CH2:5]2)[c:14]1[cH:15][cH:16][c:17]([C:18]#[N:19])[cH:20][cH:21]1
US07517889B2,O=[C:9]([c:7]1[cH:6][c:5]([NH:12][CH2:13][CH2:14][c:15]2[cH:16][cH:17][c:18]([O:21][CH3:22])[cH:19][cH:20]2)[n:4][c:3]([O:2][CH3:1])[n:8]1)[OH:11].[C:54]([CH3:55])(=[O:56])[NH:57][NH2:58]>>[CH3:1][O:2][c:3]1[n:4][c:5]([NH:12][CH2:13][CH2:14][c:15]2[cH:16][cH:17][c:18]([O:21][CH3:22])[cH:19][cH:20]2)[cH:6][c:7]([C:9](=[O:11])[NH:58][NH:57][C:54]([CH3:55])=[O:56])[n:8]1
US07173022B2,O[C:21]([c:10]1[c:9]([O:8][CH2:1][c:2]2[cH:3][cH:4][cH:5][cH:6][cH:7]2)[c:14](=[O:15])[n:13]2[c:12]([n:11]1)[C:18]([CH3:19])([CH3:20])[CH2:17][CH2:16]2)=[O:22].[NH2:55][CH2:56][c:57]1[c:58]([C:59](=[O:60])[NH:61][CH3:62])[cH:63][c:64]([F:67])[cH:65][cH:66]1>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][c:9]1[c:10]([C:21](=[O:22])[NH:55][CH2:56][c:57]2[c:58]([C:59](=[O:60])[NH:61][CH3:62])[cH:63][c:64]([F:67])[cH:65][cH:66]2)[n:11][c:12]2[n:13]([c:14]1=[O:15])[CH2:16][CH2:17][C:18]2([CH3:19])[CH3:20]
